"The labour force among permanent residents aged 18-65 years by time, quarter, district, place of residence, age and gender <em>[ARESTK1]</em> "

"time","district","age","gender","Labour force in average per month","Unemployment in average per month"
"2011","Qasigiannguit","18-19 years","Men",13,3
"2011","Qasigiannguit","18-19 years","Women",11,1
"2011","Qasigiannguit","20-24 years","Men",43,2
"2011","Qasigiannguit","20-24 years","Women",32,2
"2011","Qasigiannguit","25-29 years","Men",32,3
"2011","Qasigiannguit","25-29 years","Women",28,3
"2011","Qasigiannguit","30-34 years","Men",31,1
"2011","Qasigiannguit","30-34 years","Women",25,2
"2011","Qasigiannguit","35-39 years","Men",40,3
"2011","Qasigiannguit","35-39 years","Women",33,2
"2011","Qasigiannguit","40-44 years","Men",46,2
"2011","Qasigiannguit","40-44 years","Women",36,2
"2011","Qasigiannguit","45-49 years","Men",47,3
"2011","Qasigiannguit","45-49 years","Women",46,2
"2011","Qasigiannguit","50-54 years","Men",37,3
"2011","Qasigiannguit","50-54 years","Women",27,1
"2011","Qasigiannguit","55-59 years","Men",28,3
"2011","Qasigiannguit","55-59 years","Women",27,1
"2011","Qasigiannguit","Over 60 years","Men",27,4
"2011","Qasigiannguit","Over 60 years","Women",15,0
"2011","Ilulissat","18-19 years","Men",36,4
"2011","Ilulissat","18-19 years","Women",33,8
"2011","Ilulissat","20-24 years","Men",136,9
"2011","Ilulissat","20-24 years","Women",101,19
"2011","Ilulissat","25-29 years","Men",121,8
"2011","Ilulissat","25-29 years","Women",118,13
"2011","Ilulissat","30-34 years","Men",146,6
"2011","Ilulissat","30-34 years","Women",126,13
"2011","Ilulissat","35-39 years","Men",133,6
"2011","Ilulissat","35-39 years","Women",115,7
"2011","Ilulissat","40-44 years","Men",181,6
"2011","Ilulissat","40-44 years","Women",156,10
"2011","Ilulissat","45-49 years","Men",222,15
"2011","Ilulissat","45-49 years","Women",193,9
"2011","Ilulissat","50-54 years","Men",151,9
"2011","Ilulissat","50-54 years","Women",123,6
"2011","Ilulissat","55-59 years","Men",106,3
"2011","Ilulissat","55-59 years","Women",79,3
"2011","Ilulissat","Over 60 years","Men",71,4
"2011","Ilulissat","Over 60 years","Women",46,3
"2011","Qeqertarsuaq","18-19 years","Men",6,2
"2011","Qeqertarsuaq","18-19 years","Women",5,0
"2011","Qeqertarsuaq","20-24 years","Men",23,4
"2011","Qeqertarsuaq","20-24 years","Women",13,2
"2011","Qeqertarsuaq","25-29 years","Men",16,2
"2011","Qeqertarsuaq","25-29 years","Women",14,1
"2011","Qeqertarsuaq","30-34 years","Men",13,1
"2011","Qeqertarsuaq","30-34 years","Women",21,3
"2011","Qeqertarsuaq","35-39 years","Men",21,2
"2011","Qeqertarsuaq","35-39 years","Women",17,0
"2011","Qeqertarsuaq","40-44 years","Men",23,2
"2011","Qeqertarsuaq","40-44 years","Women",23,2
"2011","Qeqertarsuaq","45-49 years","Men",40,5
"2011","Qeqertarsuaq","45-49 years","Women",38,3
"2011","Qeqertarsuaq","50-54 years","Men",32,2
"2011","Qeqertarsuaq","50-54 years","Women",26,1
"2011","Qeqertarsuaq","55-59 years","Men",16,1
"2011","Qeqertarsuaq","55-59 years","Women",17,0
"2011","Qeqertarsuaq","Over 60 years","Men",12,1
"2011","Qeqertarsuaq","Over 60 years","Women",7,0
"2011","Uummannaq","18-19 years","Men",22,3
"2011","Uummannaq","18-19 years","Women",20,3
"2011","Uummannaq","20-24 years","Men",63,7
"2011","Uummannaq","20-24 years","Women",59,6
"2011","Uummannaq","25-29 years","Men",60,6
"2011","Uummannaq","25-29 years","Women",41,5
"2011","Uummannaq","30-34 years","Men",43,3
"2011","Uummannaq","30-34 years","Women",49,5
"2011","Uummannaq","35-39 years","Men",58,4
"2011","Uummannaq","35-39 years","Women",45,4
"2011","Uummannaq","40-44 years","Men",71,6
"2011","Uummannaq","40-44 years","Women",71,4
"2011","Uummannaq","45-49 years","Men",103,8
"2011","Uummannaq","45-49 years","Women",80,4
"2011","Uummannaq","50-54 years","Men",83,7
"2011","Uummannaq","50-54 years","Women",59,4
"2011","Uummannaq","55-59 years","Men",57,4
"2011","Uummannaq","55-59 years","Women",41,3
"2011","Uummannaq","Over 60 years","Men",38,2
"2011","Uummannaq","Over 60 years","Women",23,2
"2011","Upernavik","18-19 years","Men",34,8
"2011","Upernavik","18-19 years","Women",28,11
"2011","Upernavik","20-24 years","Men",77,15
"2011","Upernavik","20-24 years","Women",65,26
"2011","Upernavik","25-29 years","Men",79,13
"2011","Upernavik","25-29 years","Women",56,17
"2011","Upernavik","30-34 years","Men",88,10
"2011","Upernavik","30-34 years","Women",61,17
"2011","Upernavik","35-39 years","Men",73,6
"2011","Upernavik","35-39 years","Women",68,12
"2011","Upernavik","40-44 years","Men",92,8
"2011","Upernavik","40-44 years","Women",62,9
"2011","Upernavik","45-49 years","Men",120,9
"2011","Upernavik","45-49 years","Women",72,12
"2011","Upernavik","50-54 years","Men",84,7
"2011","Upernavik","50-54 years","Women",56,7
"2011","Upernavik","55-59 years","Men",53,7
"2011","Upernavik","55-59 years","Women",28,3
"2011","Upernavik","Over 60 years","Men",25,2
"2011","Upernavik","Over 60 years","Women",13,1
"2011","Qaanaaq","18-19 years","Men",7,3
"2011","Qaanaaq","18-19 years","Women",7,5
"2011","Qaanaaq","20-24 years","Men",24,9
"2011","Qaanaaq","20-24 years","Women",18,10
"2011","Qaanaaq","25-29 years","Men",19,5
"2011","Qaanaaq","25-29 years","Women",15,6
"2011","Qaanaaq","30-34 years","Men",14,3
"2011","Qaanaaq","30-34 years","Women",10,3
"2011","Qaanaaq","35-39 years","Men",13,2
"2011","Qaanaaq","35-39 years","Women",7,1
"2011","Qaanaaq","40-44 years","Men",25,8
"2011","Qaanaaq","40-44 years","Women",22,5
"2011","Qaanaaq","45-49 years","Men",30,5
"2011","Qaanaaq","45-49 years","Women",26,5
"2011","Qaanaaq","50-54 years","Men",29,2
"2011","Qaanaaq","50-54 years","Women",23,2
"2011","Qaanaaq","55-59 years","Men",10,1
"2011","Qaanaaq","55-59 years","Women",8,1
"2011","Qaanaaq","Over 60 years","Men",12,0
"2011","Qaanaaq","Over 60 years","Women",3,0
"2011","Tasiilaq","18-19 years","Men",22,9
"2011","Tasiilaq","18-19 years","Women",23,7
"2011","Tasiilaq","20-24 years","Men",77,20
"2011","Tasiilaq","20-24 years","Women",69,28
"2011","Tasiilaq","25-29 years","Men",79,17
"2011","Tasiilaq","25-29 years","Women",68,21
"2011","Tasiilaq","30-34 years","Men",67,12
"2011","Tasiilaq","30-34 years","Women",55,12
"2011","Tasiilaq","35-39 years","Men",76,10
"2011","Tasiilaq","35-39 years","Women",54,7
"2011","Tasiilaq","40-44 years","Men",71,9
"2011","Tasiilaq","40-44 years","Women",74,10
"2011","Tasiilaq","45-49 years","Men",76,9
"2011","Tasiilaq","45-49 years","Women",68,16
"2011","Tasiilaq","50-54 years","Men",69,13
"2011","Tasiilaq","50-54 years","Women",47,8
"2011","Tasiilaq","55-59 years","Men",46,7
"2011","Tasiilaq","55-59 years","Women",33,4
"2011","Tasiilaq","Over 60 years","Men",32,2
"2011","Tasiilaq","Over 60 years","Women",15,1
"2011","Ittoqqortoormiit","18-19 years","Men",3,1
"2011","Ittoqqortoormiit","18-19 years","Women",2,0
"2011","Ittoqqortoormiit","20-24 years","Men",17,7
"2011","Ittoqqortoormiit","20-24 years","Women",11,1
"2011","Ittoqqortoormiit","25-29 years","Men",17,4
"2011","Ittoqqortoormiit","25-29 years","Women",12,4
"2011","Ittoqqortoormiit","30-34 years","Men",7,2
"2011","Ittoqqortoormiit","30-34 years","Women",9,0
"2011","Ittoqqortoormiit","35-39 years","Men",14,2
"2011","Ittoqqortoormiit","35-39 years","Women",9,3
"2011","Ittoqqortoormiit","40-44 years","Men",8,2
"2011","Ittoqqortoormiit","40-44 years","Women",10,2
"2011","Ittoqqortoormiit","45-49 years","Men",7,1
"2011","Ittoqqortoormiit","45-49 years","Women",18,3
"2011","Ittoqqortoormiit","50-54 years","Men",17,4
"2011","Ittoqqortoormiit","50-54 years","Women",7,1
"2011","Ittoqqortoormiit","55-59 years","Men",8,1
"2011","Ittoqqortoormiit","55-59 years","Women",5,1
"2011","Ittoqqortoormiit","Over 60 years","Men",4,1
"2011","Ittoqqortoormiit","Over 60 years","Women",2,2
"2012","Nanortalik","18-19 years","Men",24,9
"2012","Nanortalik","18-19 years","Women",8,4
"2012","Nanortalik","20-24 years","Men",51,17
"2012","Nanortalik","20-24 years","Women",30,9
"2012","Nanortalik","25-29 years","Men",51,10
"2012","Nanortalik","25-29 years","Women",35,5
"2012","Nanortalik","30-34 years","Men",45,9
"2012","Nanortalik","30-34 years","Women",35,4
"2012","Nanortalik","35-39 years","Men",43,8
"2012","Nanortalik","35-39 years","Women",20,3
"2012","Nanortalik","40-44 years","Men",42,6
"2012","Nanortalik","40-44 years","Women",37,6
"2012","Nanortalik","45-49 years","Men",55,5
"2012","Nanortalik","45-49 years","Women",58,8
"2012","Nanortalik","50-54 years","Men",61,10
"2012","Nanortalik","50-54 years","Women",43,4
"2012","Nanortalik","55-59 years","Men",57,7
"2012","Nanortalik","55-59 years","Women",21,1
"2012","Nanortalik","Over 60 years","Men",29,3
"2012","Nanortalik","Over 60 years","Women",20,1
"2012","Qaqortoq","18-19 years","Men",28,10
"2012","Qaqortoq","18-19 years","Women",35,4
"2012","Qaqortoq","20-24 years","Men",94,19
"2012","Qaqortoq","20-24 years","Women",83,17
"2012","Qaqortoq","25-29 years","Men",90,18
"2012","Qaqortoq","25-29 years","Women",75,11
"2012","Qaqortoq","30-34 years","Men",77,9
"2012","Qaqortoq","30-34 years","Women",60,5
"2012","Qaqortoq","35-39 years","Men",60,7
"2012","Qaqortoq","35-39 years","Women",57,4
"2012","Qaqortoq","40-44 years","Men",87,9
"2012","Qaqortoq","40-44 years","Women",78,9
"2012","Qaqortoq","45-49 years","Men",144,17
"2012","Qaqortoq","45-49 years","Women",123,12
"2012","Qaqortoq","50-54 years","Men",122,13
"2012","Qaqortoq","50-54 years","Women",114,10
"2012","Qaqortoq","55-59 years","Men",85,9
"2012","Qaqortoq","55-59 years","Women",78,5
"2012","Qaqortoq","Over 60 years","Men",66,8
"2012","Qaqortoq","Over 60 years","Women",43,4
"2012","Narsaq","18-19 years","Men",13,2
"2012","Narsaq","18-19 years","Women",7,2
"2012","Narsaq","20-24 years","Men",40,8
"2012","Narsaq","20-24 years","Women",38,6
"2012","Narsaq","25-29 years","Men",35,5
"2012","Narsaq","25-29 years","Women",43,5
"2012","Narsaq","30-34 years","Men",44,7
"2012","Narsaq","30-34 years","Women",27,3
"2012","Narsaq","35-39 years","Men",29,2
"2012","Narsaq","35-39 years","Women",21,2
"2012","Narsaq","40-44 years","Men",32,5
"2012","Narsaq","40-44 years","Women",43,4
"2012","Narsaq","45-49 years","Men",78,14
"2012","Narsaq","45-49 years","Women",54,6
"2012","Narsaq","50-54 years","Men",80,10
"2012","Narsaq","50-54 years","Women",61,3
"2012","Narsaq","55-59 years","Men",52,7
"2012","Narsaq","55-59 years","Women",40,4
"2012","Narsaq","Over 60 years","Men",41,8
"2012","Narsaq","Over 60 years","Women",24,0
"2012","Ivittuut","18-19 years","Men",0,0
"2012","Ivittuut","18-19 years","Women",0,0
"2012","Ivittuut","20-24 years","Men",0,0
"2012","Ivittuut","20-24 years","Women",0,0
"2012","Ivittuut","25-29 years","Men",5,0
"2012","Ivittuut","25-29 years","Women",1,0
"2012","Ivittuut","30-34 years","Men",2,0
"2012","Ivittuut","30-34 years","Women",1,0
"2012","Ivittuut","35-39 years","Men",4,0
"2012","Ivittuut","35-39 years","Women",1,0
"2012","Ivittuut","40-44 years","Men",6,0
"2012","Ivittuut","40-44 years","Women",0,0
"2012","Ivittuut","45-49 years","Men",7,0
"2012","Ivittuut","45-49 years","Women",0,0
"2012","Ivittuut","50-54 years","Men",4,0
"2012","Ivittuut","50-54 years","Women",0,0
"2012","Ivittuut","55-59 years","Men",3,0
"2012","Ivittuut","55-59 years","Women",1,0
"2012","Ivittuut","Over 60 years","Men",1,0
"2012","Ivittuut","Over 60 years","Women",0,0
"2012","Paamiut","18-19 years","Men",16,3
"2012","Paamiut","18-19 years","Women",11,2
"2012","Paamiut","20-24 years","Men",43,8
"2012","Paamiut","20-24 years","Women",36,7
"2012","Paamiut","25-29 years","Men",41,5
"2012","Paamiut","25-29 years","Women",35,4
"2012","Paamiut","30-34 years","Men",45,7
"2012","Paamiut","30-34 years","Women",28,5
"2012","Paamiut","35-39 years","Men",31,3
"2012","Paamiut","35-39 years","Women",24,3
"2012","Paamiut","40-44 years","Men",44,4
"2012","Paamiut","40-44 years","Women",27,2
"2012","Paamiut","45-49 years","Men",69,11
"2012","Paamiut","45-49 years","Women",49,4
"2012","Paamiut","50-54 years","Men",57,7
"2012","Paamiut","50-54 years","Women",44,5
"2012","Paamiut","55-59 years","Men",50,5
"2012","Paamiut","55-59 years","Women",25,3
"2012","Paamiut","Over 60 years","Men",35,2
"2012","Paamiut","Over 60 years","Women",18,1
"2012","Nuuk","18-19 years","Men",106,13
"2012","Nuuk","18-19 years","Women",95,9
"2012","Nuuk","20-24 years","Men",430,42
"2012","Nuuk","20-24 years","Women",408,37
"2012","Nuuk","25-29 years","Men",485,38
"2012","Nuuk","25-29 years","Women",437,27
"2012","Nuuk","30-34 years","Men",538,29
"2012","Nuuk","30-34 years","Women",535,19
"2012","Nuuk","35-39 years","Men",494,15
"2012","Nuuk","35-39 years","Women",396,17
"2012","Nuuk","40-44 years","Men",542,27
"2012","Nuuk","40-44 years","Women",467,32
"2012","Nuuk","45-49 years","Men",747,45
"2012","Nuuk","45-49 years","Women",681,43
"2012","Nuuk","50-54 years","Men",660,44
"2012","Nuuk","50-54 years","Women",520,31
"2012","Nuuk","55-59 years","Men",476,30
"2012","Nuuk","55-59 years","Women",360,14
"2012","Nuuk","Over 60 years","Men",293,15
"2012","Nuuk","Over 60 years","Women",192,9
"2012","Maniitsoq","18-19 years","Men",39,6
"2012","Maniitsoq","18-19 years","Women",20,4
"2012","Maniitsoq","20-24 years","Men",100,15
"2012","Maniitsoq","20-24 years","Women",59,12
"2012","Maniitsoq","25-29 years","Men",73,8
"2012","Maniitsoq","25-29 years","Women",64,10
"2012","Maniitsoq","30-34 years","Men",89,8
"2012","Maniitsoq","30-34 years","Women",76,8
"2012","Maniitsoq","35-39 years","Men",83,7
"2012","Maniitsoq","35-39 years","Women",54,5
"2012","Maniitsoq","40-44 years","Men",87,10
"2012","Maniitsoq","40-44 years","Women",74,4
"2012","Maniitsoq","45-49 years","Men",143,9
"2012","Maniitsoq","45-49 years","Women",109,6
"2012","Maniitsoq","50-54 years","Men",117,10
"2012","Maniitsoq","50-54 years","Women",113,8
"2012","Maniitsoq","55-59 years","Men",103,6
"2012","Maniitsoq","55-59 years","Women",64,4
"2012","Maniitsoq","Over 60 years","Men",62,2
"2012","Maniitsoq","Over 60 years","Women",47,3
"2012","Sisimiut","18-19 years","Men",58,6
"2012","Sisimiut","18-19 years","Women",53,11
"2012","Sisimiut","20-24 years","Men",233,15
"2012","Sisimiut","20-24 years","Women",154,23
"2012","Sisimiut","25-29 years","Men",162,12
"2012","Sisimiut","25-29 years","Women",136,15
"2012","Sisimiut","30-34 years","Men",156,9
"2012","Sisimiut","30-34 years","Women",151,13
"2012","Sisimiut","35-39 years","Men",138,8
"2012","Sisimiut","35-39 years","Women",132,9
"2012","Sisimiut","40-44 years","Men",210,16
"2012","Sisimiut","40-44 years","Women",181,11
"2012","Sisimiut","45-49 years","Men",257,13
"2012","Sisimiut","45-49 years","Women",230,13
"2012","Sisimiut","50-54 years","Men",214,14
"2012","Sisimiut","50-54 years","Women",169,6
"2012","Sisimiut","55-59 years","Men",166,9
"2012","Sisimiut","55-59 years","Women",122,5
"2012","Sisimiut","Over 60 years","Men",119,6
"2012","Sisimiut","Over 60 years","Women",63,5
"2012","Kangaatsiaq","18-19 years","Men",10,5
"2012","Kangaatsiaq","18-19 years","Women",7,6
"2012","Kangaatsiaq","20-24 years","Men",43,16
"2012","Kangaatsiaq","20-24 years","Women",32,17
"2012","Kangaatsiaq","25-29 years","Men",38,10
"2012","Kangaatsiaq","25-29 years","Women",27,9
"2012","Kangaatsiaq","30-34 years","Men",20,6
"2012","Kangaatsiaq","30-34 years","Women",27,7
"2012","Kangaatsiaq","35-39 years","Men",24,5
"2012","Kangaatsiaq","35-39 years","Women",18,3
"2012","Kangaatsiaq","40-44 years","Men",25,5
"2012","Kangaatsiaq","40-44 years","Women",30,6
"2012","Kangaatsiaq","45-49 years","Men",38,5
"2012","Kangaatsiaq","45-49 years","Women",37,8
"2012","Kangaatsiaq","50-54 years","Men",44,8
"2012","Kangaatsiaq","50-54 years","Women",30,3
"2012","Kangaatsiaq","55-59 years","Men",32,5
"2012","Kangaatsiaq","55-59 years","Women",17,2
"2012","Kangaatsiaq","Over 60 years","Men",7,0
"2012","Kangaatsiaq","Over 60 years","Women",3,0
"2012","Aasiaat","18-19 years","Men",24,4
"2012","Aasiaat","18-19 years","Women",41,7
"2012","Aasiaat","20-24 years","Men",92,4
"2012","Aasiaat","20-24 years","Women",60,11
"2012","Aasiaat","25-29 years","Men",87,11
"2012","Aasiaat","25-29 years","Women",64,8
"2012","Aasiaat","30-34 years","Men",78,7
"2012","Aasiaat","30-34 years","Women",66,6
"2012","Aasiaat","35-39 years","Men",54,7
"2012","Aasiaat","35-39 years","Women",56,6
"2012","Aasiaat","40-44 years","Men",110,14
"2012","Aasiaat","40-44 years","Women",91,8
"2012","Aasiaat","45-49 years","Men",148,15
"2012","Aasiaat","45-49 years","Women",106,9
"2012","Aasiaat","50-54 years","Men",119,13
"2012","Aasiaat","50-54 years","Women",75,6
"2012","Aasiaat","55-59 years","Men",73,5
"2012","Aasiaat","55-59 years","Women",50,1
"2012","Aasiaat","Over 60 years","Men",54,4
"2012","Aasiaat","Over 60 years","Women",39,1
"2012","Qasigiannguit","18-19 years","Men",9,3
"2012","Qasigiannguit","18-19 years","Women",7,3
"2012","Qasigiannguit","20-24 years","Men",43,6
"2012","Qasigiannguit","20-24 years","Women",31,4
"2012","Qasigiannguit","25-29 years","Men",35,5
"2012","Qasigiannguit","25-29 years","Women",33,5
"2012","Qasigiannguit","30-34 years","Men",37,3
"2012","Qasigiannguit","30-34 years","Women",30,5
"2012","Qasigiannguit","35-39 years","Men",34,5
"2012","Qasigiannguit","35-39 years","Women",26,3
"2012","Qasigiannguit","40-44 years","Men",40,4
"2012","Qasigiannguit","40-44 years","Women",34,3
"2012","Qasigiannguit","45-49 years","Men",52,4
"2012","Qasigiannguit","45-49 years","Women",48,5
"2012","Qasigiannguit","50-54 years","Men",40,3
"2012","Qasigiannguit","50-54 years","Women",31,2
"2012","Qasigiannguit","55-59 years","Men",24,3
"2012","Qasigiannguit","55-59 years","Women",28,2
"2012","Qasigiannguit","Over 60 years","Men",25,4
"2012","Qasigiannguit","Over 60 years","Women",13,0
"2012","Ilulissat","18-19 years","Men",33,4
"2012","Ilulissat","18-19 years","Women",26,6
"2012","Ilulissat","20-24 years","Men",139,15
"2012","Ilulissat","20-24 years","Women",94,17
"2012","Ilulissat","25-29 years","Men",118,10
"2012","Ilulissat","25-29 years","Women",125,17
"2012","Ilulissat","30-34 years","Men",124,8
"2012","Ilulissat","30-34 years","Women",132,11
"2012","Ilulissat","35-39 years","Men",147,8
"2012","Ilulissat","35-39 years","Women",117,9
"2012","Ilulissat","40-44 years","Men",183,10
"2012","Ilulissat","40-44 years","Women",137,9
"2012","Ilulissat","45-49 years","Men",207,18
"2012","Ilulissat","45-49 years","Women",184,11
"2012","Ilulissat","50-54 years","Men",163,11
"2012","Ilulissat","50-54 years","Women",135,9
"2012","Ilulissat","55-59 years","Men",112,6
"2012","Ilulissat","55-59 years","Women",76,4
"2012","Ilulissat","Over 60 years","Men",71,3
"2012","Ilulissat","Over 60 years","Women",44,2
"2012","Qeqertarsuaq","18-19 years","Men",6,3
"2012","Qeqertarsuaq","18-19 years","Women",6,3
"2012","Qeqertarsuaq","20-24 years","Men",23,6
"2012","Qeqertarsuaq","20-24 years","Women",18,2
"2012","Qeqertarsuaq","25-29 years","Men",17,1
"2012","Qeqertarsuaq","25-29 years","Women",12,1
"2012","Qeqertarsuaq","30-34 years","Men",8,1
"2012","Qeqertarsuaq","30-34 years","Women",18,3
"2012","Qeqertarsuaq","35-39 years","Men",19,1
"2012","Qeqertarsuaq","35-39 years","Women",12,0
"2012","Qeqertarsuaq","40-44 years","Men",23,1
"2012","Qeqertarsuaq","40-44 years","Women",22,1
"2012","Qeqertarsuaq","45-49 years","Men",39,2
"2012","Qeqertarsuaq","45-49 years","Women",36,2
"2012","Qeqertarsuaq","50-54 years","Men",32,2
"2012","Qeqertarsuaq","50-54 years","Women",26,1
"2012","Qeqertarsuaq","55-59 years","Men",19,1
"2012","Qeqertarsuaq","55-59 years","Women",16,0
"2012","Qeqertarsuaq","Over 60 years","Men",11,0
"2012","Qeqertarsuaq","Over 60 years","Women",7,0
"2012","Uummannaq","18-19 years","Men",22,3
"2012","Uummannaq","18-19 years","Women",21,4
"2012","Uummannaq","20-24 years","Men",69,13
"2012","Uummannaq","20-24 years","Women",55,13
"2012","Uummannaq","25-29 years","Men",67,6
"2012","Uummannaq","25-29 years","Women",43,5
"2012","Uummannaq","30-34 years","Men",47,4
"2012","Uummannaq","30-34 years","Women",48,5
"2012","Uummannaq","35-39 years","Men",52,1
"2012","Uummannaq","35-39 years","Women",50,5
"2012","Uummannaq","40-44 years","Men",53,2
"2012","Uummannaq","40-44 years","Women",69,5
"2012","Uummannaq","45-49 years","Men",118,7
"2012","Uummannaq","45-49 years","Women",81,6
"2012","Uummannaq","50-54 years","Men",86,6
"2012","Uummannaq","50-54 years","Women",63,4
"2012","Uummannaq","55-59 years","Men",71,6
"2012","Uummannaq","55-59 years","Women",43,2
"2012","Uummannaq","Over 60 years","Men",38,2
"2012","Uummannaq","Over 60 years","Women",25,3
"2012","Upernavik","18-19 years","Men",26,7
"2012","Upernavik","18-19 years","Women",19,5
"2012","Upernavik","20-24 years","Men",73,13
"2012","Upernavik","20-24 years","Women",71,25
"2012","Upernavik","25-29 years","Men",77,11
"2012","Upernavik","25-29 years","Women",46,14
"2012","Upernavik","30-34 years","Men",87,9
"2012","Upernavik","30-34 years","Women",66,14
"2012","Upernavik","35-39 years","Men",77,4
"2012","Upernavik","35-39 years","Women",62,10
"2012","Upernavik","40-44 years","Men",85,7
"2012","Upernavik","40-44 years","Women",66,8
"2012","Upernavik","45-49 years","Men",120,9
"2012","Upernavik","45-49 years","Women",79,12
"2012","Upernavik","50-54 years","Men",93,4
"2012","Upernavik","50-54 years","Women",57,7
"2012","Upernavik","55-59 years","Men",56,5
"2012","Upernavik","55-59 years","Women",25,4
"2012","Upernavik","Over 60 years","Men",30,3
"2012","Upernavik","Over 60 years","Women",16,1
"2012","Qaanaaq","18-19 years","Men",10,4
"2012","Qaanaaq","18-19 years","Women",5,3
"2012","Qaanaaq","20-24 years","Men",23,8
"2012","Qaanaaq","20-24 years","Women",19,9
"2012","Qaanaaq","25-29 years","Men",15,3
"2012","Qaanaaq","25-29 years","Women",16,7
"2012","Qaanaaq","30-34 years","Men",17,5
"2012","Qaanaaq","30-34 years","Women",8,1
"2012","Qaanaaq","35-39 years","Men",16,4
"2012","Qaanaaq","35-39 years","Women",9,2
"2012","Qaanaaq","40-44 years","Men",23,7
"2012","Qaanaaq","40-44 years","Women",17,4
"2012","Qaanaaq","45-49 years","Men",38,4
"2012","Qaanaaq","45-49 years","Women",30,5
"2012","Qaanaaq","50-54 years","Men",19,2
"2012","Qaanaaq","50-54 years","Women",25,3
"2012","Qaanaaq","55-59 years","Men",16,2
"2012","Qaanaaq","55-59 years","Women",9,2
"2012","Qaanaaq","Over 60 years","Men",11,0
"2012","Qaanaaq","Over 60 years","Women",1,0
"2012","Tasiilaq","18-19 years","Men",26,10
"2012","Tasiilaq","18-19 years","Women",23,10
"2012","Tasiilaq","20-24 years","Men",74,23
"2012","Tasiilaq","20-24 years","Women",70,31
"2012","Tasiilaq","25-29 years","Men",78,15
"2012","Tasiilaq","25-29 years","Women",77,25
"2012","Tasiilaq","30-34 years","Men",69,13
"2012","Tasiilaq","30-34 years","Women",61,19
"2012","Tasiilaq","35-39 years","Men",68,9
"2012","Tasiilaq","35-39 years","Women",55,9
"2012","Tasiilaq","40-44 years","Men",81,19
"2012","Tasiilaq","40-44 years","Women",72,14
"2012","Tasiilaq","45-49 years","Men",75,12
"2012","Tasiilaq","45-49 years","Women",86,25
"2012","Tasiilaq","50-54 years","Men",84,20
"2012","Tasiilaq","50-54 years","Women",47,9
"2012","Tasiilaq","55-59 years","Men",49,9
"2012","Tasiilaq","55-59 years","Women",36,7
"2012","Tasiilaq","Over 60 years","Men",36,3
"2012","Tasiilaq","Over 60 years","Women",21,3
"2012","Ittoqqortoormiit","18-19 years","Men",2,1
"2012","Ittoqqortoormiit","18-19 years","Women",3,0
"2012","Ittoqqortoormiit","20-24 years","Men",12,3
"2012","Ittoqqortoormiit","20-24 years","Women",11,3
"2012","Ittoqqortoormiit","25-29 years","Men",19,3
"2012","Ittoqqortoormiit","25-29 years","Women",13,4
"2012","Ittoqqortoormiit","30-34 years","Men",4,0
"2012","Ittoqqortoormiit","30-34 years","Women",10,1
"2012","Ittoqqortoormiit","35-39 years","Men",11,3
"2012","Ittoqqortoormiit","35-39 years","Women",9,3
"2012","Ittoqqortoormiit","40-44 years","Men",8,2
"2012","Ittoqqortoormiit","40-44 years","Women",8,1
"2012","Ittoqqortoormiit","45-49 years","Men",8,1
"2012","Ittoqqortoormiit","45-49 years","Women",19,6
"2012","Ittoqqortoormiit","50-54 years","Men",18,4
"2012","Ittoqqortoormiit","50-54 years","Women",10,1
"2012","Ittoqqortoormiit","55-59 years","Men",9,1
"2012","Ittoqqortoormiit","55-59 years","Women",5,1
"2012","Ittoqqortoormiit","Over 60 years","Men",5,0
"2012","Ittoqqortoormiit","Over 60 years","Women",0,0
"2013","Nanortalik","18-19 years","Men",20,5
"2013","Nanortalik","18-19 years","Women",4,2
"2013","Nanortalik","20-24 years","Men",50,17
"2013","Nanortalik","20-24 years","Women",29,11
"2013","Nanortalik","25-29 years","Men",51,10
"2013","Nanortalik","25-29 years","Women",37,7
"2013","Nanortalik","30-34 years","Men",46,8
"2013","Nanortalik","30-34 years","Women",38,5
"2013","Nanortalik","35-39 years","Men",37,10
"2013","Nanortalik","35-39 years","Women",23,3
"2013","Nanortalik","40-44 years","Men",41,6
"2013","Nanortalik","40-44 years","Women",31,4
"2013","Nanortalik","45-49 years","Men",58,8
"2013","Nanortalik","45-49 years","Women",55,8
"2013","Nanortalik","50-54 years","Men",57,8
"2013","Nanortalik","50-54 years","Women",43,5
"2013","Nanortalik","55-59 years","Men",49,5
"2013","Nanortalik","55-59 years","Women",28,2
"2013","Nanortalik","Over 60 years","Men",34,2
"2013","Nanortalik","Over 60 years","Women",22,1
"2013","Qaqortoq","18-19 years","Men",19,4
"2013","Qaqortoq","18-19 years","Women",28,3
"2013","Qaqortoq","20-24 years","Men",103,18
"2013","Qaqortoq","20-24 years","Women",79,10
"2013","Qaqortoq","25-29 years","Men",80,13
"2013","Qaqortoq","25-29 years","Women",74,10
"2013","Qaqortoq","30-34 years","Men",78,10
"2013","Qaqortoq","30-34 years","Women",73,9
"2013","Qaqortoq","35-39 years","Men",66,5
"2013","Qaqortoq","35-39 years","Women",61,6
"2013","Qaqortoq","40-44 years","Men",63,6
"2013","Qaqortoq","40-44 years","Women",64,6
"2013","Qaqortoq","45-49 years","Men",140,18
"2013","Qaqortoq","45-49 years","Women",117,14
"2013","Qaqortoq","50-54 years","Men",129,17
